* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
14062, savanna, minecraft:savanna, MONSTER, scguns:cog_minion, 0, 0, 0
14063, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
14064, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14065, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
14066, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
14067, savanna, minecraft:savanna, MONSTER, realmrpg_demons:demon, 10, 1, 3
14068, savanna, minecraft:savanna, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
14069, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14070, savanna, minecraft:savanna, MONSTER, scguns:dissident, 20, 1, 1
14071, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14072, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14073, savanna, minecraft:savanna, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14074, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14075, savanna, minecraft:savanna, MONSTER, scguns:hive, 15, 1, 1
14076, savanna, minecraft:savanna, MONSTER, realmrpg_demons:imp, 10, 1, 3
14077, savanna, minecraft:savanna, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
14078, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
14079, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
14080, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14081, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
14082, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14083, savanna, minecraft:savanna, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14084, savanna, minecraft:savanna, MONSTER, scguns:redcoat, 20, 1, 1
14085, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14086, savanna, minecraft:savanna, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
14087, savanna, minecraft:savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
14088, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14089, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
14090, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14091, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14092, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14093, savanna, minecraft:savanna, MONSTER, scguns:sky_carrier, 30, 1, 1
14094, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14095, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14096, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14097, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
14098, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14099, savanna, minecraft:savanna, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
14100, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14101, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14102, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
14103, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
14104, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
14105, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
14106, savanna, minecraft:savanna, CREATURE, naturalist:snail, 10, 2, 3
14107, savanna, minecraft:savanna, CREATURE, naturalist:rattlesnake, 10, 1, 1
14108, savanna, minecraft:savanna, CREATURE, naturalist:cardinal, 10, 1, 4
14109, savanna, minecraft:savanna, CREATURE, naturalist:finch, 10, 1, 4
14110, savanna, minecraft:savanna, CREATURE, naturalist:rhino, 15, 1, 3
14111, savanna, minecraft:savanna, CREATURE, naturalist:lion, 10, 3, 5
14112, savanna, minecraft:savanna, CREATURE, naturalist:elephant, 10, 2, 3
14113, savanna, minecraft:savanna, CREATURE, naturalist:zebra, 10, 2, 3
14114, savanna, minecraft:savanna, CREATURE, naturalist:giraffe, 10, 1, 3
14115, savanna, minecraft:savanna, CREATURE, naturalist:hippo, 15, 3, 4
14116, savanna, minecraft:savanna, CREATURE, naturalist:vulture, 15, 2, 4
14117, savanna, minecraft:savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
14118, savanna, minecraft:savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
14119, savanna, minecraft:savanna, CREATURE, alexsmobs:emu, 20, 2, 5
14120, savanna, minecraft:savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
14121, savanna, minecraft:savanna, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
14122, savanna, minecraft:savanna, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
14123, savanna, minecraft:savanna, CREATURE, chicken_roost:c_bone, 10, 1, 1
14124, savanna, minecraft:savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 2
14125, savanna, minecraft:savanna, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
14126, savanna, minecraft:savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
14127, savanna, minecraft:savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
14128, savanna, minecraft:savanna, CREATURE, scguns:supply_scamp, 10, 1, 1
14129, savanna, minecraft:savanna, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14130, savanna, minecraft:savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
14131, savanna, minecraft:savanna, CREATURE, ylf_mod:ylf, 60, 1, 2
14132, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
14133, savanna, minecraft:savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
14134, savanna, minecraft:savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
14135, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
14136, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
14137, savanna, minecraft:savanna, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
14138, savanna, minecraft:savanna, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
14139, savanna, minecraft:savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
14140, savanna, minecraft:savanna, rascals, friendsandfoes:rascal, 10, 1, 1
14141, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
14142, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
14143, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
14144, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
14145, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
14146, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
14147, savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14148, savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:farseer, 30, 1, 1
14149, savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:murmur, 10, 1, 1
14150, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 1
14151, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
14152, savanna, minecraft:savanna_plateau, MONSTER, quark:toretoise, 20, 2, 4
14153, savanna, minecraft:savanna_plateau, MONSTER, thermal:blitz, 10, 1, 2
14154, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
14155, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
14156, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
14157, savanna, minecraft:savanna_plateau, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
14158, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_demons:chort, 10, 1, 2
14159, savanna, minecraft:savanna_plateau, MONSTER, scguns:cog_knight, 25, 1, 1
14160, savanna, minecraft:savanna_plateau, MONSTER, scguns:cog_minion, 0, 0, 0
14161, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
14162, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14163, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
14164, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
14165, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_demons:demon, 10, 1, 3
14166, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
14167, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14168, savanna, minecraft:savanna_plateau, MONSTER, scguns:dissident, 20, 1, 1
14169, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14170, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14171, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14172, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14173, savanna, minecraft:savanna_plateau, MONSTER, scguns:hive, 15, 1, 1
14174, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_demons:imp, 10, 1, 3
14175, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
14176, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
14177, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
14178, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14179, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
14180, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14181, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14182, savanna, minecraft:savanna_plateau, MONSTER, scguns:redcoat, 20, 1, 1
14183, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14184, savanna, minecraft:savanna_plateau, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
14185, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
14186, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14187, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
14188, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14189, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14190, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14191, savanna, minecraft:savanna_plateau, MONSTER, scguns:sky_carrier, 30, 1, 1
14192, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14193, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14194, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14195, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
14196, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14197, savanna, minecraft:savanna_plateau, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
14198, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14199, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14200, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
14201, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
14202, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
14203, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
14204, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 10, 4, 4
14205, savanna, minecraft:savanna_plateau, CREATURE, naturalist:snail, 10, 2, 3
14206, savanna, minecraft:savanna_plateau, CREATURE, naturalist:rattlesnake, 10, 1, 1
14207, savanna, minecraft:savanna_plateau, CREATURE, naturalist:bluejay, 10, 1, 4
14208, savanna, minecraft:savanna_plateau, CREATURE, naturalist:canary, 10, 1, 4
14209, savanna, minecraft:savanna_plateau, CREATURE, naturalist:cardinal, 10, 1, 4
14210, savanna, minecraft:savanna_plateau, CREATURE, naturalist:robin, 10, 1, 4
14211, savanna, minecraft:savanna_plateau, CREATURE, naturalist:finch, 10, 1, 4
14212, savanna, minecraft:savanna_plateau, CREATURE, naturalist:rhino, 15, 1, 3
14213, savanna, minecraft:savanna_plateau, CREATURE, naturalist:lion, 10, 3, 5
14214, savanna, minecraft:savanna_plateau, CREATURE, naturalist:elephant, 10, 2, 3
14215, savanna, minecraft:savanna_plateau, CREATURE, naturalist:zebra, 10, 2, 3
14216, savanna, minecraft:savanna_plateau, CREATURE, naturalist:giraffe, 10, 1, 3
14217, savanna, minecraft:savanna_plateau, CREATURE, naturalist:hippo, 15, 3, 4
14218, savanna, minecraft:savanna_plateau, CREATURE, naturalist:vulture, 15, 2, 4
14219, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:gazelle, 40, 7, 7
14220, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant, 30, 3, 5
14221, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
14222, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
14223, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
14224, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
14225, savanna, minecraft:savanna_plateau, CREATURE, chicken_roost:c_bone, 10, 1, 1
14226, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:drygmy, 10, 1, 2
14227, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
14228, savanna, minecraft:savanna_plateau, CREATURE, friendsandfoes:mauler, 32, 1, 1
14229, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
14230, savanna, minecraft:savanna_plateau, CREATURE, scguns:supply_scamp, 10, 1, 1
14231, savanna, minecraft:savanna_plateau, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14232, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
14233, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
14234, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
14235, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
14236, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
14237, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
14238, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
14239, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
14240, savanna, minecraft:savanna_plateau, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
14241, savanna, minecraft:savanna_plateau, rascals, friendsandfoes:rascal, 10, 1, 1
14242, savanna, biomesoplenty:scrubland, MONSTER, minecraft:spider, 80, 4, 4
14243, savanna, biomesoplenty:scrubland, MONSTER, minecraft:zombie, 80, 4, 4
14244, savanna, biomesoplenty:scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
14245, savanna, biomesoplenty:scrubland, MONSTER, minecraft:skeleton, 80, 4, 4
14246, savanna, biomesoplenty:scrubland, MONSTER, minecraft:slime, 80, 4, 4
14247, savanna, biomesoplenty:scrubland, MONSTER, minecraft:witch, 5, 1, 1
14248, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14249, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:farseer, 30, 1, 1
14250, savanna, biomesoplenty:scrubland, MONSTER, alexsmobs:murmur, 10, 1, 1
14251, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 1
14252, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
14253, savanna, biomesoplenty:scrubland, MONSTER, quark:toretoise, 20, 2, 4
14254, savanna, biomesoplenty:scrubland, MONSTER, thermal:blitz, 10, 1, 2
14255, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
14256, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
14257, savanna, biomesoplenty:scrubland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
14258, savanna, biomesoplenty:scrubland, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
14259, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_demons:chort, 10, 1, 2
14260, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
14261, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14262, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
14263, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
14264, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_demons:demon, 10, 1, 3
14265, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
14266, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14267, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14268, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14269, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14270, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14271, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_demons:imp, 10, 1, 3
14272, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
14273, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
14274, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
14275, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14276, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
14277, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14278, savanna, biomesoplenty:scrubland, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14279, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14280, savanna, biomesoplenty:scrubland, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 4
14281, savanna, biomesoplenty:scrubland, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
14282, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14283, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
14284, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14285, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14286, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14287, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14288, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14289, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
14290, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
14291, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14292, savanna, biomesoplenty:scrubland, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
14293, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14294, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14295, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
14296, savanna, biomesoplenty:scrubland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
14297, savanna, biomesoplenty:scrubland, CREATURE, minecraft:horse, 10, 2, 6
14298, savanna, biomesoplenty:scrubland, CREATURE, minecraft:donkey, 10, 1, 3
14299, savanna, biomesoplenty:scrubland, CREATURE, naturalist:snail, 10, 2, 3
14300, savanna, biomesoplenty:scrubland, CREATURE, naturalist:rattlesnake, 10, 1, 1
14301, savanna, biomesoplenty:scrubland, CREATURE, naturalist:cardinal, 10, 1, 4
14302, savanna, biomesoplenty:scrubland, CREATURE, naturalist:finch, 10, 1, 4
14303, savanna, biomesoplenty:scrubland, CREATURE, naturalist:rhino, 15, 1, 3
14304, savanna, biomesoplenty:scrubland, CREATURE, naturalist:lion, 10, 3, 5
14305, savanna, biomesoplenty:scrubland, CREATURE, naturalist:elephant, 10, 2, 3
14306, savanna, biomesoplenty:scrubland, CREATURE, naturalist:zebra, 10, 2, 3
14307, savanna, biomesoplenty:scrubland, CREATURE, naturalist:giraffe, 10, 1, 3
14308, savanna, biomesoplenty:scrubland, CREATURE, naturalist:hippo, 15, 3, 4
14309, savanna, biomesoplenty:scrubland, CREATURE, naturalist:vulture, 15, 2, 4
14310, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:gazelle, 40, 7, 7
14311, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:elephant, 30, 3, 5
14312, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:emu, 20, 2, 5
14313, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:kangaroo, 25, 3, 5
14314, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
14315, savanna, biomesoplenty:scrubland, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
14316, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
14317, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
14318, savanna, biomesoplenty:scrubland, CREATURE, friendsandfoes:mauler, 32, 1, 1
14319, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
14320, savanna, biomesoplenty:scrubland, CREATURE, scguns:supply_scamp, 10, 1, 1
14321, savanna, biomesoplenty:scrubland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14322, savanna, biomesoplenty:scrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
14323, savanna, biomesoplenty:scrubland, AMBIENT, minecraft:bat, 10, 8, 8
14324, savanna, biomesoplenty:scrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
14325, savanna, biomesoplenty:scrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
14326, savanna, biomesoplenty:scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
14327, savanna, biomesoplenty:scrubland, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
14328, savanna, biomesoplenty:scrubland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
14329, savanna, biomesoplenty:scrubland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
14330, savanna, biomesoplenty:scrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
14331, savanna, biomesoplenty:scrubland, rascals, friendsandfoes:rascal, 10, 1, 1
14332, none, fokastudio:sculk_growth, MONSTER, alexsmobs:farseer, 30, 1, 1
14333, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 1
14334, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
14335, none, fokastudio:sculk_growth, MONSTER, quark:toretoise, 20, 2, 4
14336, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
14337, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
14338, none, fokastudio:sculk_growth, MONSTER, realmrpg_demons:chort, 10, 1, 2
14339, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
14340, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14341, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
14342, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
14343, none, fokastudio:sculk_growth, MONSTER, realmrpg_demons:demon, 10, 1, 3
14344, none, fokastudio:sculk_growth, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
14345, none, fokastudio:sculk_growth, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
